stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening F:\School\Introduction_to_Programming\Final_Project\G37_FInal_Project\allegro5.cfg r
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97418] removed dtor for sub_bitmap 000000000ca853a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97419] removed dtor for sub_bitmap 000000000ca85f70
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97420] removed dtor for sub_bitmap 000000000ca86120
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97421] removed dtor for sub_bitmap 000000000ca86cf0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97421] removed dtor for sub_bitmap 000000000ca85700
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97422] removed dtor for sub_bitmap 000000000ca86990
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97423] removed dtor for sub_bitmap 000000000ca851f0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97424] removed dtor for sub_bitmap 000000000ca847d0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97424] removed dtor for sub_bitmap 000000000ca87200
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97425] removed dtor for sub_bitmap 000000000ca83c00
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97426] removed dtor for sub_bitmap 000000000ca873b0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97426] removed dtor for sub_bitmap 000000000ca84110
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97427] removed dtor for sub_bitmap 000000000ca83390
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97428] removed dtor for sub_bitmap 000000000ca86630
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97429] removed dtor for sub_bitmap 000000000ca84e90
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97429] removed dtor for sub_bitmap 000000000ca87560
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97431] removed dtor for sub_bitmap 000000000ca87710
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97431] removed dtor for sub_bitmap 000000000ca858b0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97432] removed dtor for sub_bitmap 000000000ca85a60
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97433] removed dtor for sub_bitmap 000000000ca836f0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97434] removed dtor for sub_bitmap 000000000ca878c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97434] removed dtor for sub_bitmap 000000000ca838a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97435] removed dtor for sub_bitmap 000000000ca87a70
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97436] removed dtor for sub_bitmap 000000000ca87c20
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97437] removed dtor for sub_bitmap 000000000ca87dd0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97437] removed dtor for sub_bitmap 000000000ca87f80
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97438] removed dtor for sub_bitmap 000000000ca88130
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97439] removed dtor for sub_bitmap 000000000ca882e0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97440] removed dtor for sub_bitmap 000000000ca88490
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97440] removed dtor for sub_bitmap 000000000ca88640
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97441] removed dtor for sub_bitmap 000000000ca84b30
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97442] removed dtor for sub_bitmap 000000000ca887f0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97443] removed dtor for sub_bitmap 000000000ca889a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97443] removed dtor for sub_bitmap 000000000ca84980
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97444] removed dtor for sub_bitmap 000000000ca88b50
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97445] removed dtor for sub_bitmap 000000000ca88d00
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97446] removed dtor for sub_bitmap 000000000ca88eb0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97446] removed dtor for sub_bitmap 000000000ca89060
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97447] removed dtor for sub_bitmap 000000000ca89210
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97448] removed dtor for sub_bitmap 000000000ca893c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97449] removed dtor for sub_bitmap 000000000ca89570
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97449] removed dtor for sub_bitmap 000000000ca89720
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97450] removed dtor for sub_bitmap 000000000ca8a9b0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97451] removed dtor for sub_bitmap 000000000ca89de0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97452] removed dtor for sub_bitmap 000000000ca89c30
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97452] removed dtor for sub_bitmap 000000000ca8ad10
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97453] removed dtor for sub_bitmap 000000000ca8ab60
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97454] removed dtor for sub_bitmap 000000000ca8ced0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97455] removed dtor for sub_bitmap 000000000ca8d8f0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97455] removed dtor for sub_bitmap 000000000ca8a2f0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97456] removed dtor for sub_bitmap 000000000ca8a4a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97457] removed dtor for sub_bitmap 000000000ca898d0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97458] removed dtor for sub_bitmap 000000000ca8cd20
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97459] removed dtor for sub_bitmap 000000000ca89f90
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97459] removed dtor for sub_bitmap 000000000ca8d080
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97460] removed dtor for sub_bitmap 000000000ca8a140
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97461] removed dtor for sub_bitmap 000000000ca8daa0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97461] removed dtor for sub_bitmap 000000000ca8c9c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97462] removed dtor for sub_bitmap 000000000ca8a800
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97463] removed dtor for sub_bitmap 000000000ca8bc40
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97464] removed dtor for sub_bitmap 000000000ca8b070
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97464] removed dtor for sub_bitmap 000000000ca8d230
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97465] removed dtor for sub_bitmap 000000000ca8a650
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97466] removed dtor for sub_bitmap 000000000ca8bdf0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97467] removed dtor for sub_bitmap 000000000ca8d3e0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97467] removed dtor for sub_bitmap 000000000ca8aec0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97468] removed dtor for sub_bitmap 000000000ca8d590
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97469] removed dtor for sub_bitmap 000000000ca8d740
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97470] removed dtor for sub_bitmap 000000000ca8b220
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97470] removed dtor for sub_bitmap 000000000ca8ba90
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97471] removed dtor for sub_bitmap 000000000ca8b730
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97472] removed dtor for sub_bitmap 000000000ca8b3d0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97473] removed dtor for sub_bitmap 000000000ca8b8e0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97474] removed dtor for sub_bitmap 000000000ca89a80
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97474] removed dtor for sub_bitmap 000000000ca8dc50
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97475] removed dtor for sub_bitmap 000000000ca8f090
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97476] removed dtor for sub_bitmap 000000000ca8de00
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97477] removed dtor for sub_bitmap 000000000ca8e310
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97477] removed dtor for sub_bitmap 000000000ca8c150
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97478] removed dtor for sub_bitmap 000000000ca8e160
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97479] removed dtor for sub_bitmap 000000000ca8dfb0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97480] removed dtor for sub_bitmap 000000000ca8f5a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97480] removed dtor for sub_bitmap 000000000ca8b580
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97481] removed dtor for sub_bitmap 000000000ca8e4c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97482] removed dtor for sub_bitmap 000000000ca8c810
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97483] removed dtor for sub_bitmap 000000000ca8c4b0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97483] removed dtor for sub_bitmap 000000000ca8e670
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97484] removed dtor for sub_bitmap 000000000ca8cb70
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97485] removed dtor for sub_bitmap 000000000ca8c660
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97486] removed dtor for sub_bitmap 000000000ca8eb80
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97486] removed dtor for sub_bitmap 000000000ca8f750
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97487] removed dtor for sub_bitmap 000000000ca8e820
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97488] removed dtor for sub_bitmap 000000000ca8fc60
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97489] removed dtor for sub_bitmap 000000000ca8ffc0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97489] removed dtor for sub_bitmap 000000000ca8e9d0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97490] removed dtor for sub_bitmap 000000000ca8eee0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97491] removed dtor for sub_bitmap 000000000ca8ed30
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97492] removed dtor for sub_bitmap 000000000ca8bfa0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97492] removed dtor for sub_bitmap 000000000ca90320
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.97493] removed dtor for sub_bitmap 000000000ca8c300
